Name,Transliteral Name,Artist,Composition,Arrangement,Genre,BPM,Length,Beginner Rating,Beginner Note Count,Beginner Charge Notes,SPN Rating,SPN Note Count,SPN Charge Notes,SPN Backspin Scratches,SPN Hell Charge Notes,SPN Hell Backspin Scratches,SPH Rating,SPH Note Count,SPH Charge Notes,SPH Backspin Scratches,SPH Hell Charge Notes,SPH Hell Backspin Scratches,SPA Rating,SPA Note Count,SPA Charge Notes,SPA Backspin Scratches,SPA Hell Charge Notes,SPA Hell Backspin Scratches,SPL Rating,SPL Note Count,SPL Charge Notes,SPL Backspin Scratches,SPL Hell Charge Notes,SPL Hell Backspin Scratches,DPN Rating,DPN Note Count,DPN Charge Notes,DPN Backspin Scratches,DPN Hell Charge Notes,DPN Hell Backspin Scratches,DPH Rating,DPH Note Count,DPH Charge Notes,DPH Backspin Scratches,DPH Hell Charge Notes,DPH Hell Backspin Scratches,DPA Rating,DPA Note Count,DPA Charge Notes,DPA Backspin Scratches,DPA Hell Charge Notes,DPA Hell Backspin Scratches,DPL Rating,DPL Note Count,DPL Charge Notes,DPL Backspin Scratches,DPL Hell Charge Notes,DPL Hell Backspin Scratches,First Music Game Appearance,Other Music Game Appearances,Video Jockey,RemyWiki Link
ヒマワリ,Himawari,"RIYU from BeForU (GF/DM, DanceDanceRevolution),小坂りゆ (beatmania IIDX)",Naoki Maeda,Naoki Maeda,J-HAPPY HARDCORE,185,1:56,,,,3,285,,,,,9,947,,,,,10,1042,,,,,,,,,,,4,396,,,,,8,856,,,,,9,943,,,,,,,,,,,GUITARFREAKS 10thMIX & drummania 9thMIX,"beatmania IIDX 12 HAPPY SKY, DanceDanceRevolution SuperNOVA, DanceDanceRevolution ULTRAMIX3, GITADORA (Mobile), GuitarFreaks V & DrumMania V CS, GuitarFreaksXG & DrumManiaXG",amamon.,https://remywiki.com/Himawari
オレはビートマニア!お前は何マニア?,Ore wa beatmania! Omae wa nanimania?,DANCE☆MAN,DANCE☆MAN,DANCE☆MAN,FUNK,123,1:58,,,,7,414,,,,,8,763,,,,,10,873,,,,,,,,,,,5,414,,,,,7,752,,,,,9,789,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,izm@tksd / 東京食堂,https://remywiki.com/Ore_wa_beatmania!_Omae_wa_nanimania%3F
ラクエン,Rakuen,Chonan Chiharu,kors k,kors k,REGGAE,99-198,2:00,,,,4,369,,,,,6,498,,,,,11,1034,,,,,,,,,,,4,368,,,,,9,723,,,,,11,1033,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,HES,https://remywiki.com/Rakuen
AA,AA,D.J.Amuro,D.J.Amuro,D.J.Amuro,RENAISSANCE,154,1:58,,,,5,642,,,,,10,1386,,,,,12,1834,,,,,,,,,,,5,659,,,,,9,997,,,,,12,1739,,,,,,,,,,,beatmania IIDX 11 IIDX RED,DanceDanceRevolution SuperNOVA,Ta-k(synesthesia),https://remywiki.com/AA
AGEHA,AGEHA,Ryu☆,Ryu☆,Ryu☆,HAPPY HARDCORE,180,2:00,2,305,,5,537,,,,,8,888,,,,,9,948,,,,,,,,,,,5,464,,,,,7,689,,,,,8,903,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,MAYA,https://remywiki.com/AGEHA
ANDROMEDA,ANDROMEDA,Sota Fujimori,Sota Fujimori,Sota Fujimori,PSYCHEDELIC GOA TRANCE,150,2:14,,,,5,517,,,,,8,973,,,,,11,1446,,,,,,,,,,,4,512,,,,,9,1109,,,,,11,1568,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,HES,https://remywiki.com/ANDROMEDA
awakening,Awakening,AKIRA YAMAOKA,AKIRA YAMAOKA,AKIRA YAMAOKA,TRANCE,143,2:01,,,,5,553,,,,,7,750,,,,,10,866,,,,,,,,,,,5,546,,,,,7,746,,,,,9,873,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO,https://remywiki.com/Awakening
Be quiet,Be quiet,Ryu☆,Ryu☆,Ryu☆,HARD DANCE,150,1:57,,,,5,559,,,,,9,894,,,,,11,1114,,,,,,,,,,,6,558,,,,,8,861,,,,,11,1055,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,izm@tksd / 東京食堂,https://remywiki.com/Be_quiet
BLOCKS,BLOCKS,SPARKER,SPARKER,SPARKER,TRANCE,141,1:39,,,,5,417,,,,,7,675,,,,,11,1000,,,,,,,,,,,4,417,,,,,7,746,,,,,12,1001,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO (overlays by MAYA),https://remywiki.com/BLOCKS
BREATH,BREATH,SPARKER,SPARKER,SPARKER,ROCOCO TEK,160,1:46,,,,6,469,,,,,7,663,,,,,10,875,,,,,,,,,,,5,455,,,,,8,700,,,,,10,930,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY,https://remywiki.com/BREATH
Click Again,Click Again,dj REMO-CON,Tetsuya Tamura,Tetsuya Tamura,CLICK HOUSE,137,1:54,,,,5,462,,,,,6,737,,,,,11,1097,,,,,,,,,,,4,462,,,,,6,735,,,,,10,1039,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY,https://remywiki.com/Click_Again
Close my Eyes for Me,Close my Eyes for Me,D-crew feat.DENNIS GUNN(DJ Yoshitaka SCRATCHING),D-crew,D-crew,AMERICA,132-145,2:01,,,,5,529,,,,,8,755,,,,,9,948,,,,,,,,,,,5,521,,,,,8,751,,,,,11,1058,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY,https://remywiki.com/Close_my_Eyes_for_Me
D.A.N.C.E.!,D.A.N.C.E.!,DJ Yoshitaka feat.星野奏子,DJ Yoshitaka,DJ Yoshitaka,J-POP,116,1:47,,,,3,299,,,,,5,431,,,,,10,826,,,,,,,,,,,3,298,,,,,5,425,,,,,8,653,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,Tetsu-Low,https://remywiki.com/D.A.N.C.E.!
Don't be afraid myself,Don't be afraid myself,platoniX with ray.D,"Tatsuya ""Tatsh"" Shimizu","Tatsuya ""Tatsh"" Shimizu",J-POP,165,2:03,,,,5,566,,,,,9,960,,,,,10,1155,,,,,,,,,,,6,621,,,,,9,935,,,,,10,1094,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,yagi-denko,https://remywiki.com/Don%27t_be_afraid_myself
earth scape,Earth scape,dj TAKA,dj TAKA,dj TAKA,PIANO BALLAD,45-94,2:06,,,,2,230,,,,,5,530,,,,,7,644,,,,,,,,,,,2,230,,,,,6,507,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,HES,https://remywiki.com/Earth_scape
FAKE TIME,FAKE TIME,dj REMO-CON,dj REMO-CON,dj REMO-CON,HARD ROCK,200,1:45,,,,5,534,,,,,11,916,,,,,12,1231,,,,,,,,,,,7,534,,,,,12,879,,,,,12,1178,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO (overlays by GOLI),https://remywiki.com/FAKE_TIME
GENOCIDE,GENOCIDE,dj Killer,dj Killer,dj Killer,DRUM'N'BASS,175,1:38,,,,6,587,,,,,10,1103,,,,,11,1222,,,,,,,,,,,6,588,,,,,12,1211,,,,,12,1456,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY (overlays by MAYA),https://remywiki.com/GENOCIDE
gigadelic,Gigadelic,teranoid feat.MC Natsack,teranoid,teranoid,NUSTYLE GABBA,173,2:08,3,355,,9,771,,,,,12,1116,,,,,12,1301,,,,,,,,,,,10,754,,,,,12,1110,,,,,12,1344,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY (animations by GOLI),https://remywiki.com/Gigadelic
HORIZON,HORIZON,LIA,kors k,kors k,HAPPY HARDCORE,171,2:07,,,,5,546,,,,,7,786,,,,,8,990,,,,,,,,,,,5,547,,,,,7,818,,,,,9,1027,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,MAYA,https://remywiki.com/HORIZON
KEY,KEY,colors,TAKA,colors,BEAT ROCK,212,2:07,,,,6,573,,,,,8,950,,,,,11,1436,,,,,,,,,,,5,573,,,,,8,989,,,,,11,1400,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO,https://remywiki.com/KEY
Fly Away To India,Fly Away To India,Baby Weapon feat.KAJIL,KEIICHI UENO,KEIICHI UENO,DANCE POP,133,1:50,,,,3,344,,,,,6,562,,,,,7,712,,,,,,,,,,,4,344,,,,,6,562,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY (overlays by GOLI),https://remywiki.com/Fly_Away_To_India
NEBULA GRASPER,NEBULA GRASPER,L.E.D.,L.E.D.,L.E.D.,PSYCHEDELIC TRANCE,152-153,2:02,,,,6,691,,,,,9,1029,,,,,10,1241,,,,,,,,,,,7,723,,,,,9,1029,,,,,11,1155,,,,,,,,,,,beatmania IIDX 8th style CS,beatmania IIDX 11 IIDX RED,Ta-k,https://remywiki.com/NEBULA_GRASPER
Raspberry♡Heart (English version),Raspberry Heart (English version),jun feat. PAULA TERRY,jun,jun,COLORFUL HARDCORE,160,1:47,,,,5,531,,,,,8,797,,,,,9,932,,,,,,,,,,,6,524,,,,,8,772,,,,,10,901,,,,,,,,,,,beatmania IIDX 11 IIDX RED,DanceDanceRevolution SuperNOVA2,いとういつお,https://remywiki.com/Raspberry_Heart_(English_version)
RED ZONE,RED ZONE,Tatsh&NAOKI,Tatsh,Tatsh,SPEED RAVE,165,1:47,1,89,,5,567,,,,,9,975,,,,,11,1184,,,,,12,1566,,1,,,5,611,,,,,9,941,,,,,11,1232,,,,,12,1502,,1,,,beatmania IIDX 11 IIDX RED,"DanceDanceRevolution SuperNOVA, jubeat plus / jubeat plus (Android) saucer pack 15, jubeat saucer, jukebeat KONAMI music pack 39",VJ GYO,https://remywiki.com/RED_ZONE
RESONATE 1794,RESONATE 1794,KOHTA,"Kohta Takahashi, L.V.Beethoven",Kohta Takahashi,HARD SONATA,160,2:08,,,,5,469,,,,,10,745,,,,,11,951,,,,,,,,,,,4,469,,,,,11,744,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,HES,https://remywiki.com/RESONATE_1794
SPEEDY CAT,SPEEDY CAT,Y&Co.,Y&Co.,Y&Co.,EUROBEAT,155,1:57,,,,5,569,,,,,8,861,,,,,9,1028,,,,,,,,,,,5,566,,,,,9,884,,,,,10,978,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO,https://remywiki.com/SPEEDY_CAT
Secret of Love,Secret of Love,DJ SWAN,T.KOMIYA + K.UENO,T.KOMIYA + K.UENO,DRUM & BASS,162,2:02,,,,5,553,,,,,7,747,,,,,11,1019,,,,,,,,,,,5,496,,,,,9,767,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,MAYA,https://remywiki.com/Secret_of_Love
Sphere,Sphere,Tatsh feat. K.Nayuki,Tatsh,Tatsh,MEDIEVAL CHOIR,160,1:52,,,,5,541,,,,,9,996,,,,,10,1111,,,,,,,,,,,5,522,,,,,8,897,,,,,12,1139,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY,https://remywiki.com/Sphere
spiral galaxy,Spiral galaxy,D.J.SETUP,D.J.SETUP,D.J.SETUP,PSYCHEDELIC TECHNO,154,2:11,,,,5,545,,,,,9,1061,,,,,11,1310,,,,,12,1910,,,,,5,564,,,,,9,1038,,,,,10,1139,,,,,12,2070,,,,,beatmania IIDX 11 IIDX RED,,HES,https://remywiki.com/Spiral_galaxy
The Hope of Tomorrow,The Hope of Tomorrow,Sota Fujimori,Sota Fujimori,Sota Fujimori,CYBORG TRANCE,144,2:01,,,,5,536,,,,,8,874,,,,,10,992,,,,,,,,,,,6,535,,,,,9,855,,,,,10,989,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO,https://remywiki.com/The_Hope_of_Tomorrow
ULTiM∧TE,ULTiMATE,TËЯRA,"jun, NAOKI MAEDA",NAOKI MAEDA,HYPER J-POP FIVE,180,2:00,,,,5,480,,,,,7,744,,,,,9,1006,,,,,,,,,,,4,451,,,,,7,736,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO,https://remywiki.com/ULTiMATE
Wonder Bullfighter,Wonder Bullfighter,Twin AmadeuS,Takeo Miratsu,Takeo Miratsu,NATURAL SOUND,126 ,2:03,,,,5,489,,,,,7,747,,,,,11,1062,,,,,,,,,,,5,451,,,,,8,729,,,,,10,1086,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,matsu＠tksd / 東京食堂,https://remywiki.com/Wonder_Bullfighter
大桟橋,Oosanbashi,ウッチーズ,Tomoyuki Uchida,Tomoyuki Uchida,JAPAN,84-168,1:57,,,,3,247,,,,,6,574,,,,,9,937,,,,,,,,,,,3,247,,,,,6,574,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,F-FLY,https://remywiki.com/Oosanbashi
"ピアノ協奏曲第1番""蠍火""","Piano kyousoukyoku dai 1 ban ""Sasoribi""",virkato,Virkato Wakhmaninov,Virkato Wakhmaninov,DIRGE (ダージュ),165-188,2:07,,,,5,422,,,,,11,1111,,,,,12,1414,,,,,,,,,,,5,473,,,,,10,1031,,,,,12,1730,,,,,,,,,,,beatmania IIDX 11 IIDX RED,"pop'n music 20 fantasia, ノスタルジア, ポップンリズミン wacパック2",VJ GYO and F-FLY,https://remywiki.com/Piano_kyousoukyoku_dai_1_ban_%22Sasoribi%22
太陽 ～T・A・I・Y・O～,TAIYO,NAOKI feat.星野奏子,NAOKI,NAOKI,CYBER J-EURO,155,1:51,,,,4,419,,,,,8,725,,,,,9,880,,,,,,,,,,,4,419,,,,,8,725,,,,,,,,,,,,,,,,,beatmania IIDX 11 IIDX RED,,VJ GYO,https://remywiki.com/TAIYO
1st Samurai,1st Samurai,sampling masters MEGA,sampling masters MEGA,sampling masters MEGA,お江戸テクノ (OEDO TECHNO),175-200,1:55,,,,5,546,,,,,10,1016,,,,,11,1383,,,,,,,,,,,7,729,,,,,10,1016,,,,,12,1455,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/1st_Samurai
ALIEN TEMPLE,ALIEN TEMPLE,PINK PONG,PINK PONG,PINK PONG,PSYCHEDELIC TRANCE,145,2:06,,,,5,505,,,,,7,839,,,,,8,1021,,,,,,,,,,,5,649,,,,,8,954,,,,,10,1084,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/ALIEN_TEMPLE
ASTRAL VOYAGE,ASTRAL VOYAGE,EeL,TOMOSUKE,TOMOSUKE,DREAM TECHNO,136,2:08,,,,5,510,,,,,6,727,,,,,9,971,,,,,,,,,,,5,523,,,,,9,731,,,,,10,1087,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/ASTRAL_VOYAGE
Back Into The Light,Back Into The Light,Sota Fujimori,Sota Fujimori,Sota Fujimori,2STEP POP TRANCE,144,2:19,,,,6,602,,,,,7,835,,,,,10,1086,,,,,,,,,,,6,621,,,,,9,828,,,,,10,1160,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/Back_Into_The_Light
BABY LOVE,BABY LOVE,Noria,Takayuki Ishikawa,Takayuki Ishikawa,ITALO POP,160,2:08,,,,6,598,,,,,7,865,,,,,10,1089,,,,,,,,,,,6,596,,,,,7,779,,,,,11,1159,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/BABY_LOVE
Boundary,Boundary,SPARKER,SPARKER ,SPARKER ,ROCOCO TEK,160,1:54,,,,4,510,,,,,9,702,,,,,9,1037,,,,,,,,,,,5,522,,,,,9,738,,,,,9,1088,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/Boundary
CARRY ON NIGHT (English version),CARRY ON NIGHT (English version),platoniX (EURO style),platoniX,platoniX,EUROBEAT,158,1:56,,,,5,510,,,,,7,702,,,,,9,1037,,,,,,,,,,,5,522,,,,,8,738,,,,,10,1088,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/CARRY_ON_NIGHT_(English_version)
Daisuke,Daisuke,Y&Co.,Tetsuya Tamura,Akira Yokota,EUROBEAT,157,2:02,2,417,,6,613,,,,,8,850,,,,,10,1205,,,,,,,,,,,5,660,,,,,8,858,,,,,11,1208,,,,,,,,,,,beatmania IIDX 10th style,"BeatStream アニムトライヴ, DanceEvolution ARCADE, jubeat plus / jubeat plus (Android) beatmania IIDX pack 4, jubeat Qubell",VJ GYO,https://remywiki.com/Daisuke
Debtty Daddy,Debtty Daddy,sampling masters AYA,sampling masters AYA,sampling masters AYA,ETHNO HARDCORE,155,2:15,,,,5,533,,,,,9,1008,,,,,11,1371,,,,,,,,,,,5,533,,,,,8,1008,,,,,11,1607,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/Debtty_Daddy
DoLL,DoLL,TËЯRA,jun,NAOKI,HYPER J-POP FOUR,170,1:57,2,170,,5,478,,,,,6,626,,,,,7,810,,,,,,,,,,,6,478,,,,,7,645,,,,,9,923,,,,,,,,,,,beatmania IIDX 10th style,DanceDanceRevolution STR!KE,GOLI,https://remywiki.com/DoLL
desolation,Desolation,Mr.T,Tomoyuki Uchida,Tomoyuki Uchida,PIANO BALLAD,72,2:01,,,,2,245,,,,,4,331,,,,,5,386,,,,,,,,,,,3,245,,,,,4,386,,,,,,,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/Desolation
EXE,EXE,Mr.T,Tomoyuki Uchida,Tomoyuki Uchida,ELECTROSHOCK,158,1:53,,,,4,448,,,,,8,829,,,,,10,1131,,,,,,,,,,,4,450,,,,,8,854,,,,,,,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO (overlays by GOLI),https://remywiki.com/EXE
Feedback,Feedback,Audio Highs,audio highs,audio highs,BREAK BEATS,140,2:00,,,,5,548,,,,,8,836,,,,,10,1010,,,,,,,,,,,5,550,,,,,10,838,,,,,10,984,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/Feedback
FEEL IT,FEEL IT,RAM,RAM,RAM,DRUM'N'BASS,180,1:49,,,,5,474,,,,,9,888,,,,,10,1013,,,,,,,,,,,5,573,,,,,9,1002,,,,,10,1119,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/FEEL_IT
Freezing atmosphere,Freezing atmosphere,Twin AmadeuS,Takeo Miratsu,Takeo Miratsu,NATURAL SOUND,135,1:57,,,,4,416,,,,,6,585,,,,,9,775,,,,,,,,,,,4,418,,,,,8,586,,,,,10,776,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/Freezing_atmosphere
GHOST REVIVAL,GHOST REVIVAL,L.E.D.,Toshiyuki Kakuta,Toshiyuki Kakuta,GOA TRANCE,148,2:05,,,,5,466,,,,,9,1049,,,,,10,1311,,,,,,,,,,,4,466,,,,,9,1049,,,,,12,1409,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/GHOST_REVIVAL
GRADIUS -FULL SPEED-,GRADIUS -FULL SPEED-,Mr.T,KONAMI Kukeiha Club,Mr.T,GAME MUSIC,160-220,1:58,,,,4,385,,,,,8,643,,,,,10,1074,,,,,,,,,,,3,385,,,,,7,643,,,,,11,1074,,,,,,,,,,,beatmania IIDX 10th style,"pop'n music 11, Toy's March 2, ポップンリズミン コナミゲームパック1",HES,https://remywiki.com/GRADIUS_-FULL_SPEED-
HIGH,HIGH (RAM),RAM,RAM,RAM,RAVE,180,1:51,,,,5,470,,,,,9,975,,,,,9,1088,,,,,,,,,,,6,692,,,,,9,945,,,,,10,1233,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/HIGH_(RAM)
Innocent Walls,Innocent Walls,TaQ,TaQ,TaQ,TECHNO,155,2:01,,,,8,847,,,,,12,1281,,,,,12,1446,,,,,,,,,,,8,855,,,,,10,1140,,,,,12,1653,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/Innocent_Walls
Love Is Eternity,Love Is Eternity,kors k,kors k,kors k,TRANCE,140,2:11,,,,6,622,,,,,9,1016,,,,,11,1215,,,,,,,,,,,6,604,,,,,10,1038,,,,,12,1417,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/Love_Is_Eternity
LOW,LOW,RAM,RAM,RAM,RAVE,160,1:52,,,,4,346,,,,,8,767,,,,,9,881,,,,,,,,,,,5,614,,,,,8,767,,,,,10,957,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/LOW
Lucy,Lucy,ELE BLOCK,ELE BLOCK no hidari,ELE BLOCK no migi,DANCE POP,156,2:02,,,,4,485,,,,,9,903,,,,,11,1167,,,,,,,,,,,4,484,,,,,10,908,,,,,,,,,,,,,,,,,beatmania IIDX 10th style,REFLEC BEAT groovin'!! Upper,VJ GYO,https://remywiki.com/Lucy
Narcissus At Oasis,Narcissus At Oasis,Ryu☆,Ryu☆,Ryu☆,ARTCORE,170,2:05,,,,4,392,,,,,10,807,,,,,10,838,,,,,,,,,,,4,384,,,,,10,771,,,,,11,830,,,,,,,,,,,beatmania IIDX 10th style,,ミコシバ,https://remywiki.com/Narcissus_At_Oasis
No.13,No.13,TAKA respect for J.S.B.,J.S.Bach,Takayuki Ishikawa,PROGRESSIVE BAROQUE,172,2:01,,,,8,855,,,,,10,1376,,,,,11,1607,,,,,,,,,,,6,778,,,,,10,1185,,,,,12,1639,,,,,,,,,,,beatmania IIDX 10th style,DanceDanceRevolution SuperNOVA,TOM,https://remywiki.com/No.13
One More Lovely,One More Lovely,Risk Junk,Risk Junk,Risk Junk,HAPPY,200,1:55,,,,5,439,,,,,9,832,,,,,12,1452,,,,,,,,,,,4,444,,,,,10,862,,,,,12,1557,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO (overlays by GOLI),https://remywiki.com/One_More_Lovely
pandora,Pandora,dj TAKA feat. Tomomi,Takayuki Ishikawa,Takayuki Ishikawa,TRANCE,148,2:09,,,,5,455,,,,,8,852,,,,,9,931,,,,,,,,,,,7,509,,,,,9,805,,,,,11,1040,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/Pandora
rainbow rainbow,Rainbow rainbow,Ryu☆,Ryu☆,Ryu☆,HAPPY HARDCORE,177,1:57,,,,7,799,,,,,10,1156,,,,,11,1377,,,,,,,,,,,7,815,,,,,9,1087,,,,,11,1400,,,,,,,,,,,beatmania IIDX 10th style,DanceDanceRevolution SuperNOVA,VJ GYO,https://remywiki.com/Rainbow_rainbow
Rise'n Beauty,Rise'n Beauty,Sota feat. Cyborg Akemi,Sota Fujimori,Sota Fujimori,TRANCE,140,2:05,,,,6,652,,,,,9,841,,,,,10,1094,,,,,,,,,,,6,683,,,,,10,882,,,,,11,1159,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO,https://remywiki.com/Rise%27n_Beauty
SHOOTING STAR,SHOOTING STAR (Riyu Kosaka),小坂りゆ,Naoki Maeda,Naoki Maeda,J-POP,140,2:01,,,,7,651,,,,,8,855,,,,,9,1146,,,,,,,,,,,6,624,,,,,8,858,,,,,11,1178,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/SHOOTING_STAR_(Riyu_Kosaka)
SPACE FIGHT,SPACE FIGHT,AKIRA YAMAOKA,AKIRA YAMAOKA,AKIRA YAMAOKA,戦艦テクノ (SENKAN TECHNO),139 ,1:48,,,,3,328,,,,,8,768,,,,,11,1134,,,,,,,,,,,6,519,,,,,8,765,,,,,11,1190,,,,,,,,,,,beatmania IIDX 10th style,,F-FLY,https://remywiki.com/SPACE_FIGHT
雪月花,Setsugekka,Ryu☆,Ryu☆,Ryu☆,HARD HOUSE,151,1:55,,,,6,636,,,,,10,979,,,,,12,1287,,,,,,,,,,,8,867,,,,,10,1153,,,,,12,1411,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO (overlays by GOLI),https://remywiki.com/Setsugekka
システムロマンス,System romance,ヒロシ＆チー子,AKIRA YAMAOKA,AKIRA YAMAOKA,ムートラ(ムードトランス) (MOOTRA (MOOD TRANCE)),148,2:12,,,,4,458,,,,,7,901,,,,,8,1023,,,,,,,,,,,4,457,,,,,7,886,,,,,,,,,,,,,,,,,beatmania IIDX 10th style,,VJ GYO (overlays by GOLI),https://remywiki.com/System_romance
Abyss -The Heavens Remix-,Abyss -The Heavens Remix-,dj TAKA Remixed by Ryu☆,dj TAKA,Ryu☆,TRANCE CORE,171,1:42,3,295,,7,766,,,,,10,938,,,,,10,1188,,,,,,,,,,,6,803,,,,,9,1036,,,,,10,1102,,,,,,,,,,,beatmania IIDX 9th style,,VJ YUZ,https://remywiki.com/Abyss_-The_Heavens_Remix-
ACT,ACT,RAM,RAM ,RAM ,RAVE,180,2:00,,,,6,532,,,,,9,864,,,,,9,935,,,,,,,,,,,6,637,,,,,9,890,,,,,10,1005,,,,,,,,,,,beatmania IIDX 9th style,,VJ GYO,https://remywiki.com/ACT
ATOMIC AGE,ATOMIC AGE,SHUNZZY,Shunji Takenaka,Shunji Takenaka,ENSEMBLE,130,1:42,,,,2,184,,,,,5,341,,,,,9,679,,,51,,,,,,,,2,184,,,,,6,346,,,,,9,681,,,51,,,,,,,,beatmania IIDX 9th style,,VJ GYO,https://remywiki.com/ATOMIC_AGE
BAD BOY BASS!! (dj Remo-con MIX),BAD BOY BASS!! (dj Remo-con MIX),Y&Co.,Y&Co.,Y&Co.,NRG,148,1:58,,,,5,468,,,,,7,714,,,,,8,908,,,,,,,,,,,4,468,,,,,7,708,,,,,,,,,,,,,,,,,beatmania IIDX 9th style,,F-FLY,https://remywiki.com/BAD_BOY_BASS!!_(dj_Remo-con_MIX)
bag,Bag,RevenG,NM SEQUENCE UNLIMITED,NM SEQUENCE UNLIMITED,SPIRITUAL,130,1:34,,,,5,468,,,,,6,621,,,,,10,963,,,,,,,,,,,6,636,,,,,9,912,,,,,10,1023,,,,,,,,,,,DanceDanceRevolution EXTREME,"beatmania IIDX 9th style, BOOM BOOM DANCE / Rhythm Party Song Pack 04",VJ GYO,https://remywiki.com/Bag
BRIGHTNESS DARKNESS,BRIGHTNESS DARKNESS,SPARKER,SPARKER,SPARKER,ROCOCO TEK,150,1:54,,,,3,363,,,,,8,750,,,,,9,889,,,,,,,,,,,3,381,,,,,8,825,,,,,10,984,,,,,,,,,,,beatmania IIDX 9th style,DanceDanceRevolution UNIVERSE,F-FLY,https://remywiki.com/BRIGHTNESS_DARKNESS
Cradle,Cradle,positive MA feat.akino,positive MA,positive MA,HEALIN' HARDCORE,160-188,1:51,,,,5,466,,,,,8,751,,,,,10,803,,,,,,,,,,,6,617,,,,,10,784,,,,,,,,,,,,,,,,,beatmania IIDX 9th style,,shiro (overlays by F-FLY),https://remywiki.com/Cradle
Distress,Distress,dj TAKA Remixed by TaQ,Taka,TaQ,MIXTURE,125,2:02,,,,7,691,,,,,10,937,,,,,,,,,,,,,,,,,9,993,,,,,11,1254,,,,,,,,,,,,,,,,,beatmania IIDX 9th style,,F-FLY,https://remywiki.com/Distress
e-motion 2003 -romantic extra-,E-motion 2003 -romantic extra-,e.o.s. Remixed by dj TAKA,Tomomi Ohta,Takayuki Ishikawa,TRANCE,145,2:14,,,,6,671,,,,,8,824,,,,,10,1001,,,,,,,,,,,8,715,,,,,10,978,,,,,,,,,,,,,,,,,beatmania IIDX 9th style,,VJ GYO,https://remywiki.com/E-motion_2003_-romantic_extra-
